ID,Value,Category,Score
6446,389.60,A,17
6447,291.28,D,39
6448,708.51,A,84
6449,559.46,A,45
6450,858.62,E,12
6451,775.89,B,72
6452,740.80,D,70
6453,938.68,B,7
6454,399.34,A,28
6455,437.34,C,8
6456,626.68,C,25
6457,886.32,B,21
6458,620.36,B,65
6459,314.85,E,76
6460,906.28,B,49
6461,877.80,B,32
6462,658.19,E,84
6463,796.08,B,31
6464,506.75,E,32
6465,213.24,C,68
6466,884.21,D,19
6467,115.52,E,40
6468,657.34,A,3
6469,854.82,D,31
6470,794.73,A,21
6471,442.69,A,43
6472,755.76,D,30
6473,934.07,D,26
6474,213.07,C,52
6475,844.81,D,100
6476,537.41,B,21
6477,368.55,B,38
6478,862.59,C,0
6479,90.02,E,88
6480,172.56,E,86
6481,131.31,B,50
6482,714.95,B,66
6483,600.23,D,10
6484,539.03,D,64
6485,174.80,B,63
6486,942.31,A,46
6487,756.56,A,70
6488,836.01,A,66
6489,322.47,B,80
6490,384.98,C,32
6491,795.99,A,28
6492,309.95,A,49
6493,709.13,A,81
6494,663.26,E,43
6495,205.05,A,69
6496,983.34,E,69
6497,213.81,C,18
6498,58.90,A,26
6499,836.61,D,17
6500,704.00,E,92
6501,545.67,A,48
6502,367.83,E,37
6503,978.16,D,47
6504,363.27,B,43
6505,992.66,B,97
6506,40.55,B,78
6507,210.24,D,62
6508,871.17,E,10
6509,685.52,C,63
6510,334.10,E,29
6511,678.26,C,93
6512,764.39,B,22
6513,444.35,C,55
6514,159.81,C,12
6515,466.35,D,25
6516,455.83,B,59
6517,402.63,D,68
6518,603.12,C,29
6519,435.24,D,61
6520,770.40,B,77
6521,25.17,D,75
6522,535.72,C,63
6523,116.18,C,25
6524,179.85,B,24
6525,162.44,B,52
6526,276.08,D,47
6527,368.59,A,60
6528,150.53,C,86
6529,820.04,E,65
6530,943.43,A,89
6531,115.48,B,69
6532,411.83,E,34
6533,282.92,A,40
6534,951.96,D,33
6535,442.51,D,79
6536,735.38,E,51
6537,836.34,D,73
6538,461.82,B,1
6539,469.74,B,15
6540,872.88,A,97
6541,243.95,D,35
6542,38.15,E,6
6543,618.97,B,69
6544,703.71,A,12
6545,372.48,C,19
6546,298.20,A,18
6547,214.32,B,64
6548,9.38,A,3
6549,554.38,D,47
6550,510.11,C,89
6551,884.23,B,63
6552,162.27,C,90
6553,450.36,E,75
6554,881.98,C,18
6555,11.15,A,19
6556,591.52,C,6
6557,180.96,B,34
6558,459.65,A,43
6559,250.26,A,17
6560,741.38,D,56
6561,538.97,E,80
6562,673.91,D,72
6563,558.41,C,80
6564,498.07,B,95
6565,18.62,A,29
6566,129.39,D,67
6567,244.99,A,81
6568,914.96,C,97
6569,292.74,A,16
6570,63.51,A,36
6571,903.13,B,8
6572,859.15,E,23
6573,697.34,B,79
6574,526.03,A,11
6575,526.41,A,75
6576,11.14,A,96
6577,494.10,C,88
6578,683.28,A,9
6579,882.38,A,19
6580,824.68,C,21
6581,50.79,C,1
6582,625.98,C,25
6583,102.88,C,62
6584,530.96,B,97
6585,208.00,A,49
6586,539.38,A,55
6587,929.98,D,65
6588,599.98,A,86
6589,631.54,B,10
6590,957.04,A,67
6591,626.44,E,30
6592,18.35,B,34
6593,13.57,B,57
6594,558.40,C,29
6595,245.20,E,35
6596,839.64,E,6
6597,44.48,A,54
6598,508.64,A,46
6599,989.67,E,53
6600,404.84,E,20
6601,972.61,E,23
6602,151.33,B,28
6603,538.93,A,67
6604,714.88,B,87
6605,666.27,D,77
6606,820.65,E,67
6607,222.86,B,98
6608,91.28,E,16
6609,708.66,D,53
6610,552.27,D,92
6611,747.31,C,29
6612,408.17,A,26
6613,854.33,A,99
6614,665.29,A,96
6615,261.14,A,40
6616,420.77,C,60
6617,555.07,B,90
6618,756.10,C,48
6619,334.78,C,70
6620,287.71,B,75
6621,796.12,C,42
6622,499.62,A,90
6623,908.58,B,69
6624,194.99,E,79
6625,447.59,D,38
6626,925.97,A,34
6627,594.00,D,20
6628,341.94,C,42
6629,956.51,B,14
6630,3.27,D,31
6631,675.76,D,61
6632,866.90,A,58
6633,856.38,E,83
6634,375.06,D,60
6635,340.68,D,6
6636,656.41,E,15
6637,710.57,B,40
6638,856.00,C,36
6639,775.61,A,12
6640,531.00,C,25
6641,148.35,B,29
6642,219.60,B,28
6643,810.49,B,54
6644,784.49,D,78
6645,677.90,A,11
6646,733.08,B,37
6647,880.53,A,52
6648,928.52,D,4
6649,46.56,B,7
6650,969.38,C,15
6651,386.14,B,28
6652,949.30,C,65
6653,263.10,D,28
6654,208.10,A,86
6655,956.03,A,58
6656,305.81,D,66
6657,178.22,E,41
6658,433.50,B,62
6659,345.58,C,19
6660,985.67,B,30
6661,70.14,A,90
6662,468.10,C,87
6663,257.31,C,93
6664,28.77,C,14
6665,895.01,D,36
6666,189.54,A,96
6667,766.34,A,64
6668,355.20,B,25
6669,985.28,B,37
6670,427.17,E,55
6671,420.11,D,83
6672,579.37,E,48
6673,936.76,D,30
6674,799.91,D,94
6675,665.49,A,85
6676,688.51,C,42
6677,273.08,C,0
6678,947.93,A,33
6679,995.27,D,51
6680,820.24,B,31
6681,674.62,E,17
6682,446.33,D,6
6683,574.98,B,33
6684,849.84,E,69
6685,724.56,E,43
6686,913.33,E,54
6687,559.05,E,33
6688,584.52,A,72
6689,361.75,D,32
6690,841.93,E,53
6691,825.80,D,91
6692,980.45,B,64
6693,303.48,C,89
6694,847.58,C,30
6695,234.92,A,30
6696,576.32,B,4
6697,35.81,D,75
6698,687.50,C,66
6699,937.08,B,63
6700,627.74,D,93
6701,202.09,E,82
6702,538.80,B,12
6703,577.58,C,28
6704,419.60,A,29
6705,218.39,B,23
6706,249.26,E,5
6707,382.84,D,68
6708,494.12,A,32
6709,69.93,E,25
6710,804.59,C,76
6711,793.87,D,14
6712,673.08,C,93
6713,204.53,A,36
6714,340.63,D,88
6715,70.69,D,15
6716,478.92,E,83
6717,591.49,B,24
6718,890.36,A,46
6719,952.97,A,44
6720,238.29,C,79
6721,174.93,B,94
6722,623.26,A,28
6723,353.11,C,18
6724,615.34,C,2
6725,718.63,B,86
6726,156.27,D,1
6727,13.38,C,44
6728,667.64,C,2
6729,657.49,E,34
6730,68.83,C,100
6731,527.93,C,69
6732,785.10,E,63
6733,841.32,B,7
6734,88.89,D,52
6735,520.70,B,87
6736,201.54,B,44
6737,770.59,A,95
6738,232.98,E,62
6739,880.64,A,8
6740,753.06,A,12
6741,710.26,A,33
6742,12.40,B,72
6743,929.79,B,89
6744,486.18,A,96
6745,556.70,A,46
6746,660.26,D,0
6747,772.96,C,49
6748,232.42,E,27
6749,247.40,D,3
6750,207.23,D,83
6751,875.98,A,54
6752,419.21,C,52
6753,199.33,C,62
6754,472.55,B,70
6755,683.80,B,29
6756,65.42,E,63
6757,148.25,E,8
6758,199.51,C,67
6759,194.51,A,74
6760,965.90,E,68
6761,496.93,D,11
6762,101.52,A,11
6763,310.06,D,3
6764,722.27,A,41
6765,387.95,C,37
6766,561.93,E,42
6767,740.63,A,72
6768,672.03,E,47
6769,210.42,E,19
6770,411.60,D,68
6771,944.48,D,28
6772,424.96,D,18
6773,806.05,C,3
6774,1.86,D,8
6775,303.09,A,5
6776,771.51,C,92
6777,301.59,A,19
6778,655.36,E,93
6779,54.61,D,54
6780,938.25,E,7
6781,941.87,C,80
6782,902.12,E,24
6783,380.79,B,75
6784,83.46,E,52
6785,640.66,B,63
6786,675.36,A,97
6787,734.36,E,50
6788,113.68,A,60
6789,591.99,C,63
6790,633.27,D,28
6791,362.67,C,96
6792,77.05,B,64
6793,20.77,C,22
6794,666.11,B,36
6795,403.00,B,79
6796,488.54,E,49
6797,186.19,C,70
6798,352.35,B,54
6799,419.80,C,60
6800,418.80,C,36
6801,645.85,A,92
6802,635.97,A,34
6803,622.50,E,64
6804,697.81,E,1
6805,898.51,A,5
6806,695.02,E,71
6807,931.20,D,36
6808,330.81,E,14
6809,618.78,B,55
6810,635.94,B,84
6811,994.94,E,74
6812,522.74,E,6
6813,883.96,B,33
6814,581.13,C,27
6815,718.69,D,81
6816,972.36,B,24
6817,348.62,C,46
6818,402.98,E,15
6819,745.93,D,57
6820,472.07,C,91
6821,329.19,C,75
6822,339.22,D,10
6823,920.83,E,73
6824,876.76,E,42
6825,974.79,E,83
6826,245.60,C,8
6827,235.48,A,47
6828,347.75,A,8
6829,488.03,E,71
6830,835.43,B,56
6831,378.48,B,41
6832,270.93,B,37
6833,315.07,E,26
6834,453.86,E,48
6835,624.10,A,15
6836,708.39,B,53
6837,654.93,E,15
6838,473.82,D,66
6839,704.78,B,26
6840,723.34,A,89
6841,12.88,E,75
6842,625.74,B,5
6843,648.54,A,81
6844,287.54,D,21
6845,371.67,B,9
6846,889.62,D,49
6847,414.98,A,81
6848,534.73,C,14
6849,66.73,A,70
6850,515.91,C,65
6851,819.27,C,18
6852,556.29,B,85
6853,599.81,B,14
6854,553.27,B,60
6855,449.99,C,5
6856,958.49,C,70
6857,619.39,A,78
6858,384.44,A,69
6859,984.28,D,61
6860,852.73,E,31
6861,693.19,D,10
6862,706.08,C,40
6863,354.94,B,34
6864,423.71,D,46
6865,49.78,C,14
6866,484.44,B,40
6867,436.28,B,29
6868,135.50,C,74
6869,884.92,B,68
6870,98.64,B,62
6871,583.80,B,20
6872,723.10,E,42
6873,904.37,A,45
6874,164.04,B,85
6875,306.69,E,23
6876,264.40,B,63
6877,7.31,D,68
6878,660.36,D,95
6879,632.87,A,2
6880,280.20,C,59
6881,406.39,B,34
6882,519.81,D,35
6883,251.20,B,92
6884,714.25,E,20
6885,846.86,B,71
6886,441.66,C,26
6887,318.06,C,86
6888,1.47,B,18
6889,397.83,B,36
6890,261.64,C,37
6891,953.44,C,14
6892,907.93,A,93
6893,725.36,B,68
6894,450.44,D,42
6895,666.73,E,9
6896,903.07,C,64
6897,348.26,D,7
6898,48.16,D,70
6899,854.47,B,6
6900,62.97,B,79
6901,530.00,D,32
6902,681.43,D,74
6903,368.11,A,17
6904,817.89,C,60
6905,501.21,E,46
6906,217.83,C,87
6907,61.99,B,75
6908,741.30,B,88
6909,822.27,C,13
6910,616.11,C,30
6911,541.48,C,24
6912,630.46,C,43
6913,91.11,E,8
6914,106.10,B,31
6915,191.26,D,2
6916,903.73,B,96
6917,836.68,E,82
6918,655.70,A,64
6919,129.85,D,92
6920,589.92,D,97
6921,273.83,B,97
6922,661.37,C,95
6923,645.08,A,44
6924,616.49,D,12
6925,552.26,D,26
6926,259.87,B,62
6927,905.15,B,41
6928,82.58,A,5
6929,450.62,A,99
6930,829.05,C,32
6931,695.78,A,83
6932,720.94,A,96
6933,36.39,E,14
6934,364.42,B,73
6935,61.78,C,23
6936,872.92,D,39
6937,639.37,A,36
6938,597.23,A,71
6939,397.52,B,68
6940,311.76,D,23
6941,597.83,D,53
6942,248.37,E,64
6943,794.07,E,8
6944,7.89,B,47
6945,160.02,D,44
6946,47.42,A,53
6947,388.44,E,56
6948,420.53,A,25
6949,495.66,A,23
6950,79.48,A,59
6951,124.02,A,78
6952,224.25,D,75
6953,812.98,A,91
6954,969.27,B,3
6955,164.94,A,2
6956,177.65,D,76
6957,452.89,A,14
6958,519.59,C,12
6959,183.98,A,50
6960,724.84,B,53
6961,147.01,D,16
6962,265.35,B,93
6963,506.02,C,4
6964,225.64,E,80
6965,492.81,B,89
6966,498.57,B,25
6967,640.29,D,36
6968,597.54,C,37
6969,272.16,D,33
6970,846.07,D,30
6971,750.88,C,27
6972,635.68,A,79
6973,248.75,A,30
6974,743.16,E,37
6975,316.39,E,35
6976,40.28,B,64
6977,882.06,D,47
6978,380.95,E,91
6979,216.13,C,60
6980,742.46,B,10
6981,370.75,A,36
6982,122.74,A,95
6983,163.71,C,51
6984,145.52,C,19
6985,187.52,B,12
6986,370.32,D,34
6987,678.96,B,1
6988,990.55,A,2
6989,137.51,A,71
6990,432.58,A,69
6991,181.68,E,43
6992,458.82,B,70
6993,556.43,D,50
6994,58.16,B,69
6995,790.16,E,17
6996,878.67,C,99
6997,45.75,D,52
6998,874.94,B,84
6999,489.65,B,0
7000,686.98,D,71
7001,437.24,E,51
7002,822.23,E,7
7003,896.08,E,62
7004,403.78,E,97
7005,134.29,D,82
7006,343.17,C,0
7007,906.80,E,0
7008,112.06,C,83
7009,102.88,E,2
7010,290.13,B,18
7011,717.99,E,39
7012,409.84,B,85
7013,382.15,D,73
7014,60.38,A,79
7015,777.41,D,2
7016,462.75,C,98
7017,255.67,A,53
7018,218.50,E,19
7019,488.13,A,72
7020,361.23,A,18
7021,92.99,C,59
7022,646.49,A,4
7023,520.39,E,76
7024,604.89,C,74
7025,460.81,A,70
7026,910.89,C,91
7027,252.67,A,44
7028,434.38,C,80
7029,927.25,A,56
7030,424.35,C,89
7031,842.40,A,42
7032,848.33,C,59
7033,647.90,D,67
7034,455.88,E,64
7035,67.71,A,86
7036,560.80,C,41
7037,711.20,D,74
7038,298.89,E,95
7039,225.14,D,28
7040,542.72,D,90
7041,39.24,D,41
7042,412.61,B,53
7043,762.23,B,79
7044,867.32,C,100
7045,278.77,E,49
7046,209.37,C,99
7047,974.18,A,22
7048,66.60,B,76
7049,721.41,E,31
7050,783.33,C,2
7051,934.73,A,88
7052,158.38,C,6
7053,655.95,D,15
7054,926.74,A,61
7055,414.05,E,66
7056,687.66,E,6
7057,539.98,B,2
7058,711.90,B,99
7059,310.61,D,63
7060,62.34,D,75
7061,466.30,A,86
7062,284.25,E,34
7063,409.83,B,5
7064,220.39,B,9
7065,330.83,A,47
7066,903.92,D,40
7067,973.67,B,27
7068,407.59,A,70
7069,84.56,D,28
7070,300.10,B,96
7071,898.41,B,96
7072,457.73,B,96
7073,498.03,C,69
7074,128.72,A,77
7075,866.09,D,32
7076,171.82,C,45
7077,447.82,B,55
7078,760.52,B,41
7079,641.83,C,54
7080,441.39,C,99
7081,753.59,B,8
7082,695.27,E,13
7083,766.11,B,8
7084,207.57,B,27
7085,987.18,D,38
7086,71.36,B,0
7087,483.72,C,65
7088,144.00,E,1
7089,890.51,B,96
7090,711.24,A,8
7091,554.25,A,1
7092,955.38,C,7
7093,218.99,D,61
7094,681.03,B,5
7095,857.71,A,100
7096,569.40,C,97
7097,527.28,E,38
7098,388.55,B,78
7099,832.72,B,80
7100,907.62,E,77
7101,682.32,B,79
7102,912.89,A,84
7103,160.64,A,75
7104,408.50,D,46
7105,748.59,C,21
7106,488.41,C,50
7107,235.34,C,59
7108,243.71,C,46
7109,175.33,C,66
7110,500.08,B,12
7111,312.05,B,75
7112,425.52,A,72
7113,101.35,E,22
7114,413.14,E,16
7115,263.09,D,8
7116,162.98,B,59
7117,918.04,A,14
7118,420.60,C,40
7119,939.44,D,39
7120,843.63,A,86
7121,386.44,E,92
7122,736.06,A,87
7123,27.32,C,32
7124,153.18,A,49
7125,440.69,B,6
7126,582.65,D,95
7127,998.24,A,20
7128,379.05,B,44
7129,253.28,D,64
7130,70.89,C,88
7131,628.52,C,80
7132,433.11,D,72
7133,756.96,A,76
7134,219.17,E,43
7135,692.61,B,96
7136,865.24,C,75
7137,928.21,D,14
7138,267.20,A,49
7139,706.71,D,30
7140,346.91,B,4
7141,669.00,C,59
7142,160.93,A,91
7143,121.48,C,10
7144,487.24,C,59
7145,343.98,B,78
7146,746.12,A,46
7147,52.53,C,74
7148,528.51,A,77
7149,354.07,B,100
7150,781.78,E,45
7151,615.43,D,69
7152,391.43,E,95
7153,294.01,E,47
7154,448.47,A,35
7155,95.07,A,92
7156,612.89,E,78
7157,809.45,A,12
7158,937.52,A,8
7159,283.49,D,91
7160,566.47,D,99
7161,136.40,C,24
7162,359.00,E,74
7163,612.17,B,99
7164,503.20,A,27
7165,934.51,C,20
7166,667.22,D,90
7167,949.70,B,41
7168,962.27,A,82
7169,800.29,D,55
7170,920.88,C,50
7171,662.44,C,50
7172,945.37,B,13
7173,397.86,E,17
7174,275.99,B,25
7175,855.68,D,52
7176,589.28,E,79
7177,628.43,C,96
7178,359.06,D,57
7179,554.32,D,15
7180,576.76,A,95
7181,448.93,B,80
7182,596.04,E,54
7183,278.33,A,72
7184,568.65,D,38
7185,263.32,D,41
7186,739.25,A,92
7187,202.13,D,56
7188,665.59,A,23
7189,640.04,E,90
7190,172.35,E,84
7191,189.90,C,12
7192,648.19,B,61
7193,582.77,E,31
7194,501.69,B,43
7195,921.24,D,92
7196,542.01,C,72
7197,631.09,C,66
7198,726.20,D,71
7199,347.20,B,25
7200,463.37,D,26
7201,233.43,A,67
7202,540.04,C,86
7203,223.59,D,25
7204,490.97,D,97
7205,216.34,B,58
7206,193.66,E,48
7207,462.95,C,74
7208,784.84,D,59
7209,654.12,C,41
7210,109.60,B,70
7211,865.78,E,38
7212,36.77,E,96
7213,855.73,C,66
7214,847.36,D,15
7215,350.41,B,90
7216,211.38,A,71
7217,484.81,B,8
7218,604.44,C,49
7219,282.93,C,51
7220,846.09,D,70
7221,556.27,C,62
7222,99.60,A,25
7223,983.51,B,46
7224,170.91,C,10
7225,818.40,D,14
7226,997.74,B,12
7227,703.19,B,66
7228,730.67,E,93
7229,554.96,A,68
7230,50.38,E,48
7231,712.37,C,0
7232,803.23,A,3
7233,216.75,C,24
7234,582.27,B,79
7235,393.82,B,32
7236,938.47,C,58
7237,629.73,A,2
7238,48.02,A,91
7239,648.08,E,58
7240,927.50,C,82
7241,934.90,C,47
7242,739.05,C,87
7243,800.77,C,95
7244,404.86,B,11
7245,800.81,D,58
7246,830.48,A,52
7247,7.55,A,27
7248,429.16,C,20
7249,336.87,C,78
7250,960.35,D,67
7251,257.41,D,15
7252,981.76,D,95
7253,232.59,A,87
7254,667.17,A,52
7255,259.90,D,41
7256,559.63,D,57
7257,789.66,B,32
7258,570.22,E,56
7259,992.32,D,62
7260,111.14,E,95
7261,607.23,E,96
7262,480.20,B,92
7263,520.86,C,15
7264,172.42,C,3
7265,146.01,B,80
7266,143.76,A,7
7267,319.06,C,21
7268,183.84,A,84
7269,974.83,E,66
7270,820.39,D,35
7271,394.22,C,93
7272,7.11,A,12
7273,626.50,A,71
7274,248.05,B,33
7275,724.69,E,27
7276,581.84,C,68
7277,304.36,E,7
7278,517.08,A,99
7279,889.91,A,11
7280,990.09,A,37
7281,207.26,C,21
7282,839.62,B,21
7283,177.44,D,16
7284,692.59,C,30
7285,647.75,B,95
7286,784.27,B,86
7287,403.13,C,54
7288,671.44,A,50
7289,310.02,D,21
7290,841.71,C,37
7291,238.82,D,69
7292,714.47,A,50
7293,956.32,D,77
7294,283.85,A,89
7295,104.27,E,43
7296,663.36,B,20
7297,71.98,D,46
7298,343.12,C,16
7299,436.90,E,11
7300,12.99,B,51
7301,185.74,C,35
7302,774.86,B,3
7303,709.69,A,13
7304,611.76,C,29
7305,313.85,E,27
7306,607.45,B,51
7307,337.77,A,92
7308,437.10,D,78
7309,352.42,E,30
7310,219.81,C,98
7311,674.30,E,26
7312,186.62,A,60
7313,802.08,B,11
7314,872.38,A,5
7315,425.26,A,81
7316,60.34,A,17
7317,420.63,C,80
7318,176.71,C,67
7319,824.43,E,67
7320,43.35,D,80
7321,488.06,D,44
7322,747.93,D,44
7323,883.69,D,24
7324,774.76,D,25
7325,616.15,D,80
7326,513.56,C,91
7327,413.15,B,75
7328,956.86,D,7
7329,662.88,D,58
7330,190.24,C,48
7331,356.34,B,57
7332,816.58,B,33
7333,179.17,E,86
7334,337.31,B,62
7335,83.72,D,22
7336,136.33,E,29
7337,103.78,B,9
7338,316.59,B,51
7339,424.33,B,100
7340,877.43,E,57
7341,344.31,A,34
7342,20.52,C,89
7343,475.52,A,84
7344,243.48,C,92
7345,931.12,D,54
7346,180.70,C,65
7347,32.15,E,59
7348,341.85,D,89
7349,278.52,D,97
7350,535.94,E,44
7351,757.46,E,83
7352,752.10,A,19
7353,352.33,A,14
7354,226.91,A,67
7355,542.06,A,48
7356,336.71,A,14
7357,38.76,D,0
7358,346.59,D,36
7359,599.51,E,7
7360,639.39,B,64
7361,463.20,B,76
7362,133.05,B,22
7363,199.13,A,55
7364,697.87,A,33
7365,84.07,D,95
7366,268.28,B,30
7367,588.58,E,71
7368,543.72,A,50
7369,680.01,C,87
7370,632.76,C,48
7371,752.97,A,37
7372,118.86,C,65
7373,6.30,C,14
7374,506.67,B,80
7375,460.52,C,21
7376,577.97,A,100
7377,183.22,B,2
7378,456.90,B,80
7379,293.61,C,24
7380,675.58,B,2
7381,899.10,E,35
7382,945.85,C,45
7383,216.89,C,53
7384,517.75,D,96
7385,804.98,E,0
7386,837.13,A,6
7387,756.58,D,68
7388,2.54,B,10
7389,523.83,C,35
7390,465.74,C,40
7391,703.49,C,15
7392,490.13,C,44
7393,736.89,B,67
7394,756.88,B,17
7395,229.93,A,99
7396,967.37,C,56
7397,468.27,B,27
7398,839.29,E,53
7399,449.09,E,65
7400,837.73,A,63
7401,912.13,A,99
7402,28.05,D,94
7403,673.85,B,88
7404,782.81,A,82
7405,431.53,E,64
7406,408.68,C,33
7407,984.07,E,81
7408,12.72,E,42
7409,387.40,D,69
7410,334.20,D,88
7411,121.33,D,69
7412,374.25,D,0
7413,798.49,B,82
7414,243.13,E,22
7415,678.99,B,35
7416,374.74,C,86
7417,885.43,E,7
7418,855.06,A,0
7419,946.85,D,43
7420,60.02,C,59
7421,541.21,A,78
7422,599.22,B,7
7423,183.92,C,100
7424,46.84,E,24
7425,2.01,A,48
7426,491.48,D,56
7427,929.01,E,97
7428,457.92,A,71
7429,185.21,A,53
7430,852.24,C,47
7431,165.50,B,68
7432,684.25,A,100
7433,253.74,D,62
7434,305.05,D,84
7435,765.95,D,39
7436,310.83,A,49
7437,349.69,C,21
7438,356.16,A,57
7439,258.95,A,83
7440,830.85,E,72
7441,615.15,E,48
7442,557.87,C,45
7443,311.58,B,86
7444,775.13,B,65
7445,649.65,A,52
7446,176.27,B,58
7447,177.01,B,26
7448,83.12,E,75
7449,87.57,D,39
7450,509.66,A,24
7451,635.90,A,11
7452,530.99,E,78
7453,559.41,C,45
7454,492.36,C,48
7455,282.95,E,36
7456,743.01,D,5
7457,681.04,C,98
7458,926.56,A,27
7459,549.63,D,70
7460,188.03,B,84
7461,974.30,C,28
7462,219.94,E,5
7463,49.68,C,63
7464,568.42,E,68
7465,619.00,C,39
7466,322.73,A,58
7467,431.11,A,12
7468,128.70,C,0
7469,109.57,B,82
7470,371.73,A,62
7471,197.98,E,58
7472,987.49,D,100
7473,786.19,A,47
7474,364.91,B,41
7475,175.11,A,56
7476,193.47,E,97
7477,722.70,A,22
7478,16.79,D,67
7479,580.00,B,8
7480,521.18,C,38
7481,115.63,D,32
7482,290.88,B,27
7483,841.45,C,42
7484,630.47,B,6
7485,965.88,B,7
7486,153.17,D,54
7487,348.26,B,1
7488,619.58,D,28
7489,986.86,E,76
7490,931.97,E,15
7491,527.40,D,97
7492,5.90,B,40
7493,953.99,C,63
7494,481.85,E,97
7495,872.11,E,23
7496,876.33,B,5
7497,825.70,C,73
7498,615.48,D,34
7499,659.56,A,0
7500,997.99,C,76
7501,109.84,B,100
7502,974.91,E,75
7503,549.66,D,63
7504,774.29,B,15
7505,442.29,E,64
7506,804.21,A,58
7507,648.33,E,99
7508,120.51,E,81
7509,60.34,E,88
7510,356.81,E,39
7511,10.56,E,97
7512,91.53,B,25
7513,68.89,C,99
7514,790.16,A,42
7515,519.58,B,78
7516,982.97,C,56
7517,659.14,A,88
7518,769.89,D,55
7519,222.48,E,30
7520,639.89,C,24
7521,105.63,E,21
7522,664.25,C,93
7523,63.12,B,26
7524,978.60,D,63
7525,970.72,E,82
7526,714.65,D,65
7527,262.22,D,44
7528,636.28,D,38
7529,770.22,E,37
7530,398.12,C,40
7531,777.50,B,98
7532,960.29,C,32
7533,94.34,C,73
7534,325.91,A,75
7535,762.36,A,41
7536,780.33,B,64
7537,758.50,E,0
7538,54.99,B,71
7539,344.30,A,74
7540,148.84,D,61
7541,228.71,D,52
7542,843.68,C,7
7543,711.89,C,93
7544,888.49,A,28
7545,465.94,D,97
7546,784.56,C,31
7547,323.91,C,23
7548,239.29,C,8
7549,480.26,B,21
7550,857.18,D,16
7551,933.75,B,70
7552,981.65,A,94
7553,359.58,E,39
7554,208.00,C,13
7555,561.16,D,61
7556,421.84,E,56
7557,36.52,C,23
7558,329.88,B,6
7559,63.20,D,53
7560,456.14,B,44
7561,501.88,A,92
7562,2.82,B,41
7563,779.16,A,91
7564,793.19,B,74
7565,311.31,A,98
7566,491.66,A,37
7567,457.60,C,10
7568,282.00,D,1
7569,459.17,B,49
7570,401.58,C,80
7571,301.86,A,7
7572,61.93,A,82
7573,948.59,D,5
7574,160.98,D,4
7575,288.20,E,87
7576,752.95,E,77
7577,946.34,D,47
7578,250.82,B,37
7579,928.18,D,15
7580,647.25,D,4
7581,317.35,E,41
7582,634.13,E,58
7583,234.61,C,43
7584,435.12,D,76
7585,250.30,B,10
7586,866.34,E,92
7587,317.77,D,38
7588,528.73,E,68
7589,54.34,D,13
7590,891.61,D,7
7591,967.50,A,71
7592,310.37,B,64
7593,149.77,D,18
7594,217.24,C,15
7595,768.97,B,71
7596,410.19,D,89
7597,616.66,C,62
7598,523.31,A,73
7599,244.55,D,88
7600,733.16,B,58
7601,791.14,C,29
7602,563.30,B,12
7603,771.75,D,13
7604,860.54,E,69
7605,362.89,B,36
7606,12.87,E,100
7607,678.49,D,92
7608,188.03,B,3
7609,777.93,C,52
7610,405.02,A,77
7611,230.66,D,94
7612,172.34,E,86
7613,397.08,D,10
7614,555.13,B,87
7615,767.30,E,77
7616,78.23,D,42
7617,371.17,D,57
7618,268.95,C,16
7619,144.94,C,77
7620,328.34,E,81
7621,37.56,C,37
7622,642.19,D,15
7623,832.77,E,12
7624,117.52,E,64
7625,656.22,C,38
7626,255.02,B,60
7627,928.58,D,45
7628,482.80,A,29
7629,962.81,E,17
7630,548.40,A,57
7631,504.18,C,25
7632,139.00,B,56
7633,464.97,B,28
7634,961.57,A,24
7635,948.79,C,49
7636,633.52,B,80
7637,106.18,E,25
7638,540.05,C,43
7639,223.56,B,22
7640,264.79,A,56
7641,129.05,D,36
7642,587.84,D,41
7643,17.18,E,10
7644,777.78,A,7
7645,179.15,C,32
7646,208.09,E,7
7647,551.58,C,41
7648,78.08,D,97
7649,59.46,D,78
7650,121.85,E,15
7651,773.84,D,75
7652,856.13,D,36
7653,781.32,C,18
7654,151.00,C,89
7655,41.36,C,85
7656,203.51,E,76
7657,250.51,D,33
7658,403.19,E,64
7659,177.52,C,69
7660,642.93,E,62
7661,639.66,D,80
7662,473.37,B,54
7663,116.94,C,1
7664,691.29,D,4
7665,713.58,B,17
7666,690.29,A,21
7667,960.98,D,44
7668,253.71,C,38
7669,58.10,B,4
7670,180.05,A,44
7671,122.29,A,47
7672,410.76,A,45
7673,27.98,D,28
7674,413.14,D,31
7675,225.15,E,50
7676,111.47,A,87
7677,809.25,A,31
7678,751.27,C,16
7679,171.58,C,29
7680,674.74,B,86
7681,816.28,C,9
7682,794.31,B,63
7683,911.51,A,29
7684,69.93,E,59
7685,659.54,A,91
7686,437.57,B,36
7687,232.42,A,99
7688,486.76,D,100
7689,180.25,E,50
7690,326.40,D,16
7691,139.23,D,95
7692,645.88,C,34
7693,144.68,D,72
7694,691.14,A,21
7695,232.50,E,3
7696,678.25,E,5
7697,140.23,A,69
7698,15.90,C,32
7699,791.64,A,82
7700,915.76,C,32
7701,451.97,C,57
7702,411.65,A,33
7703,800.62,A,1
7704,130.89,C,25
7705,934.91,C,9
7706,948.99,C,58
7707,596.83,B,64
7708,959.49,C,68
7709,553.51,C,75
7710,749.67,D,20
7711,906.66,A,92
7712,149.31,C,81
7713,85.48,A,15
7714,821.09,C,27
7715,123.85,C,91
7716,999.00,B,14
